!! n20w40.001    37.90 293


CUST NO.   XCOORD.   YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME


    1       4.00      30.00       0.00       0.00     295.00       0.00
    2      33.00      11.00       0.00      91.00     133.00       0.00
    3      17.00      41.00       0.00     138.00     197.00       0.00
    4      42.00      35.00       0.00     182.00     225.00       0.00
    5      11.00      10.00       0.00      74.00      87.00       0.00
    6      12.00      34.00       0.00       0.00      51.00       0.00
    7      15.00      28.00       0.00       0.00      26.00       0.00
    8       2.00       4.00       0.00      53.00     105.00       0.00
    9      15.00      21.00       0.00      46.00      90.00       0.00
   10      29.00      45.00       0.00     162.00     205.00       0.00
   11      40.00      37.00       0.00     244.00     258.00       0.00
   12      16.00      26.00       0.00      27.00      43.00       0.00
   13      17.00      11.00       0.00     119.00     152.00       0.00
   14      12.00      39.00       0.00       5.00      56.00       0.00
   15      32.00      19.00       0.00     196.00     239.00       0.00
   16      30.00      47.00       0.00     155.00     213.00       0.00
   17      36.00      41.00       0.00     167.00     214.00       0.00
   18      16.00      37.00       0.00       0.00      54.00       0.00
   19      33.00      47.00       0.00     180.00     183.00       0.00
   20      27.00      23.00       0.00      40.00      72.00       0.00
   21      28.00      29.00       0.00     224.00     258.00       0.00
  999       0.00       0.00       0.00       0.00       0.00       0.00
